epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,1100.59,1.44823,2.37331,1.88943,2.13024,0.62786,0.62502,0.66313,0.35718,0.56492,0.5625,0.50045,0.26414,1.53389,3.00479,2.08958,2.3151,0.000991112,0.000991112,0.000991112
111,1110.47,1.50122,2.48326,1.86187,2.18372,0.59191,0.52574,0.59234,0.33433,0.59538,0.51001,0.527,0.29007,1.50271,2.89646,1.99321,2.34727,0.000990012,0.000990012,0.000990012
112,1120.37,1.46075,2.39471,1.87386,2.13476,0.39271,0.42297,0.49195,0.276,0.43678,0.40441,0.43865,0.24492,1.37937,2.76545,2.26647,2.19948,0.000988912,0.000988912,0.000988912
113,1130.38,1.4219,2.25076,1.81968,2.08273,0.54494,0.50052,0.61703,0.29894,0.54488,0.45221,0.47946,0.27703,1.5802,2.76201,2.14192,2.36678,0.000987812,0.000987812,0.000987812
114,1140.31,1.42439,2.30046,1.87984,2.08272,0.52687,0.63607,0.59382,0.31147,0.46676,0.55842,0.48607,0.25617,1.36774,2.78809,2.19887,2.20995,0.000986712,0.000986712,0.000986712
115,1150.24,1.37468,2.23114,1.82802,2.0621,0.54127,0.54228,0.59511,0.31236,0.49018,0.49632,0.48708,0.25989,1.37095,2.88703,2.10723,2.22431,0.000985613,0.000985613,0.000985613
116,1160.26,1.3185,2.39421,1.77831,2.03798,0.60984,0.63393,0.68064,0.40576,0.59457,0.62472,0.61328,0.33246,1.3256,2.67349,1.92926,2.13224,0.000984513,0.000984513,0.000984513
117,1170.36,1.34883,2.28756,1.71531,2.02484,0.59652,0.62316,0.68758,0.39909,0.54054,0.48529,0.55452,0.28611,1.37146,2.88846,2.05479,2.13776,0.000983413,0.000983413,0.000983413
118,1180.41,1.38644,2.12396,1.75035,2.02987,0.63241,0.57353,0.64654,0.39232,0.52736,0.57708,0.55829,0.30437,1.34016,2.70311,1.86485,2.13079,0.000982313,0.000982313,0.000982313
119,1190.58,1.33567,1.99961,1.65785,2.02366,0.64786,0.6501,0.66958,0.41907,0.59211,0.63065,0.6159,0.36057,1.36025,2.73333,1.93524,2.11931,0.000981213,0.000981213,0.000981213
120,1200.72,1.38868,2.12057,1.76356,2.02948,0.64621,0.54412,0.64314,0.38556,0.5332,0.52559,0.55533,0.31829,1.46971,2.79511,1.96469,2.19098,0.000980113,0.000980113,0.000980113
121,1210.75,1.33438,2.19895,1.72602,1.9852,0.50656,0.6319,0.63494,0.39702,0.45906,0.59007,0.53076,0.33368,1.29381,2.6399,1.81104,2.04405,0.000979013,0.000979013,0.000979013
122,1220.75,1.32405,2.12521,1.72742,1.98524,0.6068,0.60478,0.63111,0.3642,0.53147,0.59191,0.54996,0.32626,1.46602,2.72701,1.87654,2.24117,0.000977913,0.000977913,0.000977913
123,1230.81,1.31684,2.16305,1.65026,1.98648,0.68304,0.61949,0.68221,0.37161,0.54758,0.49816,0.51751,0.30061,1.41896,2.79491,2.05423,2.25477,0.000976813,0.000976813,0.000976813
124,1240.9,1.31324,2.24286,1.71844,1.97174,0.5783,0.69485,0.70765,0.42926,0.54925,0.62132,0.62425,0.36135,1.29465,2.69837,2.02176,2.08146,0.000975714,0.000975714,0.000975714
125,1250.97,1.3182,2.23197,1.67801,2.00485,0.37869,0.48437,0.43417,0.25505,0.42561,0.31618,0.33828,0.16855,1.56019,4.42071,2.73822,2.48672,0.000974614,0.000974614,0.000974614
126,1261.05,1.29644,2.16794,1.93777,1.98857,0.4897,0.58724,0.63435,0.39633,0.48235,0.56565,0.57875,0.32871,1.38637,2.74954,2.40963,2.21018,0.000973514,0.000973514,0.000973514
127,1271.18,1.24456,2.11198,1.70101,1.94107,0.65051,0.64341,0.65811,0.4188,0.5731,0.56804,0.55416,0.36372,1.34938,2.72793,2.08924,2.13443,0.000972414,0.000972414,0.000972414
