epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,651.906,1.46125,2.58087,2.01451,2.07534,0.74639,0.52708,0.6603,0.29145,0.49385,0.38131,0.44818,0.23308,1.68769,3.10762,2.10957,2.46229,0.00102631,0.00102631,0.00102631
79,660.193,1.46395,2.6172,1.98101,2.05938,0.41949,0.52757,0.4693,0.21036,0.24346,0.42096,0.31241,0.17053,1.64105,3.47263,2.12906,2.35545,0.00102521,0.00102521,0.00102521
80,668.658,1.43755,2.5601,1.97631,2.04884,0.50625,0.48111,0.5208,0.2166,0.41768,0.41149,0.40533,0.17819,1.70018,3.56967,2.32709,2.44255,0.00102411,0.00102411,0.00102411
81,677.415,1.39936,2.44167,1.89659,2.02638,0.49441,0.45588,0.56079,0.30544,0.48309,0.43934,0.53415,0.27816,1.67862,3.23212,2.2255,2.42577,0.00102301,0.00102301,0.00102301
82,686.335,1.405,2.52219,1.86026,1.98448,0.5698,0.57537,0.67413,0.35301,0.53075,0.53125,0.55299,0.33228,1.61206,3.30098,1.90467,2.333,0.00102191,0.00102191,0.00102191
83,695.301,1.41944,2.43657,1.95728,2.05083,0.48822,0.63603,0.61986,0.32912,0.41979,0.54412,0.55291,0.29637,1.58711,3.02477,1.94711,2.27279,0.00102081,0.00102081,0.00102081
84,704.263,1.41667,2.44094,1.86728,2.01877,0.53976,0.55404,0.55889,0.29435,0.43079,0.40809,0.4623,0.21774,1.87196,3.18643,2.0957,2.69401,0.00101971,0.00101971,0.00101971
85,713.066,1.44973,2.31348,1.8273,2.01385,0.75877,0.53493,0.71415,0.39115,0.72534,0.48897,0.61301,0.31496,1.51923,3.00576,2.00982,2.32885,0.00101861,0.00101861,0.00101861
86,721.917,1.42327,2.26105,1.81021,2.01282,0.66436,0.57721,0.63352,0.34982,0.56593,0.51471,0.56219,0.29409,1.73144,3.1758,1.89922,2.43048,0.00101751,0.00101751,0.00101751
87,730.863,1.46691,2.2374,1.84604,2.05371,0.68273,0.51052,0.6592,0.38367,0.65663,0.4664,0.58234,0.34753,1.41324,2.92983,2.00682,2.19537,0.00101641,0.00101641,0.00101641
